game_id,home_score,away_score,target_home_win,home_win_pct_L5,home_GF_L5,home_GA_L5,home_rest_days,away_win_pct_L5,away_GF_L5,away_GA_L5,away_rest_days
2025020161,8,4,1,0.2,3.2,3.4,2.0,1.0,4.2,2.0,2.0
2025020159,1,0,1,0.4,2.0,3.0,2.0,0.6,3.6,2.8,3.0
2025020158,2,5,0,0.2,3.0,4.4,1.0,0.6,3.2,3.6,3.0
2025020162,6,3,1,0.4,3.2,3.6,2.0,1.0,4.6,2.6,2.0
2025020165,3,4,0,0.4,3.2,4.0,2.0,0.6,3.0,2.6,2.0
2025020157,3,4,0,0.2,2.4,3.8,2.0,0.6,2.6,2.2,2.0
2025020164,3,4,0,0.6,2.6,2.8,3.0,0.6,3.6,3.2,3.0
2025020156,2,5,0,0.4,2.4,3.4,2.0,0.4,2.2,2.4,2.0
2025020163,0,2,0,0.4,2.6,3.4,2.0,0.2,2.4,3.8,2.0
2025020150,3,2,1,0.6,2.8,2.6,3.0,0.8,4.6,2.4,1.0
2025020166,6,3,1,0.8,3.6,3.0,1.0,0.4,3.2,4.0,1.0
2025020167,4,3,1,0.4,3.6,4.4,2.0,0.4,3.4,3.4,2.0
2025020171,6,2,1,0.4,3.0,4.0,2.0,0.6,4.2,3.6,2.0
2025020168,4,3,1,0.6,4.2,2.8,2.0,0.2,2.6,2.8,2.0
2025020174,6,3,1,0.6,2.6,2.6,2.0,0.6,3.0,2.4,2.0
2025020169,2,1,1,0.6,3.0,2.4,2.0,0.6,2.0,2.4,2.0
2025020177,3,4,0,0.8,3.2,2.4,2.0,0.6,3.8,3.8,2.0
2025020175,3,4,0,0.6,4.0,3.4,2.0,0.4,2.6,3.4,2.0
2025020173,1,4,0,0.2,2.8,4.2,2.0,0.6,4.4,3.0,2.0
2025020176,5,2,1,0.4,3.8,4.2,2.0,0.8,4.0,3.0,2.0
2025020170,4,1,1,0.8,3.0,2.0,2.0,0.4,2.6,3.6,2.0
2025020172,3,4,0,0.0,2.8,5.2,2.0,0.2,1.8,3.2,2.0
2025020180,5,2,1,0.6,3.8,3.0,3.0,0.6,3.8,4.0,1.0
2025020178,2,4,0,0.6,3.4,2.0,3.0,0.2,4.0,4.0,3.0
2025020179,1,3,0,0.4,2.6,2.8,3.0,0.4,3.6,4.0,1.0
2025020181,2,1,1,0.6,3.8,4.2,2.0,0.4,3.4,3.8,2.0
2025020186,4,3,1,0.4,3.6,3.4,2.0,0.4,2.2,2.6,1.0
2025020189,3,2,1,0.8,4.2,3.2,3.0,0.0,3.2,5.6,2.0
2025020183,4,2,1,0.4,2.4,3.4,2.0,0.2,3.0,3.2,2.0
2025020192,3,2,1,0.4,4.0,3.8,2.0,0.6,3.2,3.0,2.0
2025020184,3,2,1,0.6,4.2,3.8,2.0,0.4,4.2,3.6,1.0
2025020185,4,3,1,0.4,2.4,2.8,4.0,0.6,2.0,1.8,2.0
2025020191,1,4,0,0.6,3.4,3.0,2.0,0.6,3.4,3.6,2.0
2025020190,5,2,1,0.0,2.4,4.8,2.0,0.4,2.4,2.8,2.0
2025020187,4,3,1,0.8,3.8,3.0,4.0,0.8,4.6,2.8,2.0
2025020193,2,3,0,0.4,2.4,3.0,4.0,0.4,2.6,3.4,2.0
2025020188,2,5,0,0.8,3.4,2.0,2.0,0.4,3.2,4.4,3.0
2025020182,5,2,1,0.6,3.4,3.0,2.0,0.6,4.2,3.0,2.0
2025020197,4,1,1,0.8,4.6,3.0,2.0,0.6,3.4,3.6,1.0
2025020195,3,2,1,0.4,3.4,3.6,2.0,0.8,3.8,3.4,1.0
2025020196,1,2,0,0.6,2.8,2.6,1.0,0.2,3.2,3.6,1.0
2025020198,2,3,0,0.6,3.6,3.2,1.0,0.6,3.8,4.2,2.0
2025020194,2,4,0,0.8,4.6,3.4,5.0,0.8,3.0,2.0,3.0
2025020202,3,1,1,0.4,2.4,2.6,2.0,0.4,3.2,3.4,2.0
2025020200,3,2,1,0.0,2.8,4.8,2.0,0.4,3.4,3.2,2.0
2025020201,4,5,0,0.4,2.8,3.6,2.0,0.4,2.6,3.4,2.0
2025020199,4,3,1,0.6,3.8,3.8,2.0,0.4,3.6,3.4,2.0
2025020211,7,3,1,0.8,4.4,2.8,2.0,0.6,3.2,2.8,3.0
2025020205,3,4,0,0.4,2.6,3.6,2.0,0.8,3.2,3.0,3.0
2025020203,1,2,0,0.4,3.6,3.6,3.0,0.6,4.2,3.6,2.0
2025020206,0,3,0,0.6,3.0,3.2,3.0,0.4,3.4,3.4,3.0
2025020209,3,2,1,0.4,3.8,3.2,3.0,1.0,3.4,1.8,2.0
2025020207,4,3,1,0.6,2.2,2.0,3.0,0.4,3.4,3.2,1.0
2025020210,1,0,1,0.4,2.6,2.6,4.0,0.8,4.0,3.2,2.0
2025020212,3,0,1,0.4,3.0,3.4,3.0,0.8,4.4,2.8,3.0
2025020208,3,2,1,0.2,3.2,4.4,3.0,0.2,2.6,3.8,1.0
2025020204,4,5,0,0.8,3.8,3.2,3.0,0.6,2.8,2.6,2.0
2025020215,5,1,1,0.4,3.0,2.8,3.0,0.8,4.0,3.0,3.0
2025020216,2,5,0,0.6,3.0,3.4,2.0,0.2,2.8,3.6,2.0
2025020217,1,6,0,0.6,2.8,2.0,2.0,0.6,3.8,3.2,3.0
2025020214,6,1,1,0.2,2.0,3.2,4.0,0.2,2.6,4.0,2.0
2025020213,5,3,1,0.8,4.0,3.4,2.0,0.6,3.2,3.0,1.0
2025020224,5,7,0,0.6,2.4,2.2,2.0,0.8,4.4,2.4,2.0
2025020218,3,2,1,0.8,3.4,3.2,2.0,0.6,4.8,3.4,5.0
2025020219,0,3,0,0.2,2.8,3.4,2.0,0.2,2.2,4.0,1.0
2025020222,4,3,1,0.4,3.0,2.6,2.0,0.4,3.4,3.6,2.0
2025020226,2,5,0,0.6,2.8,2.4,2.0,0.4,3.0,3.6,2.0
2025020220,4,3,1,0.4,3.0,4.2,4.0,0.6,4.2,4.0,2.0
2025020223,1,3,0,0.2,2.6,3.8,2.0,0.6,3.0,2.8,2.0
2025020221,5,3,1,0.4,3.4,3.2,3.0,0.2,2.2,3.2,1.0
2025020225,3,6,0,0.4,2.0,2.4,2.0,0.8,3.0,1.8,2.0
2025020229,0,4,0,0.4,3.0,2.8,2.0,0.4,3.6,3.4,2.0
2025020227,1,4,0,0.6,2.8,2.6,3.0,0.6,2.0,2.6,3.0
2025020228,2,5,0,0.4,2.6,3.6,3.0,0.4,3.0,3.2,1.0
2025020230,2,1,1,0.6,3.8,2.4,2.0,0.6,3.4,2.8,3.0
2025020242,3,4,0,0.4,2.6,3.0,2.0,1.0,5.2,2.6,2.0
2025020234,3,5,0,0.8,4.2,3.4,3.0,1.0,3.6,2.2,2.0
2025020238,6,3,1,0.6,3.4,2.6,2.0,0.2,2.2,3.2,2.0
2025020241,4,3,1,0.4,2.6,3.8,3.0,0.6,3.2,3.2,3.0
2025020240,1,9,0,0.4,3.4,3.2,4.0,0.6,4.0,3.0,4.0
2025020233,4,5,0,0.2,2.4,3.4,2.0,0.4,2.8,3.2,2.0
2025020243,3,1,1,0.8,3.6,1.8,1.0,0.6,3.4,3.0,2.0
2025020235,6,2,1,0.6,3.8,3.6,2.0,0.4,2.6,3.6,3.0
2025020231,2,1,1,0.4,3.0,4.2,2.0,0.4,3.2,3.2,2.0
2025020237,0,5,0,0.8,2.6,1.8,1.0,0.4,2.6,3.6,1.0
2025020232,2,3,0,0.6,3.0,2.6,2.0,0.4,3.8,3.8,2.0
2025020239,3,4,0,0.4,2.4,3.0,2.0,0.4,2.4,3.2,3.0
2025020236,3,2,1,0.8,3.8,2.2,2.0,0.2,2.6,2.8,2.0
2025020251,4,1,1,1.0,5.4,2.8,1.0,0.6,3.2,2.6,2.0
2025020246,4,5,0,0.6,4.0,3.8,1.0,0.8,4.0,2.0,1.0
2025020249,2,0,1,0.6,3.4,2.8,2.0,0.4,2.4,2.8,2.0
2025020244,1,5,0,0.4,2.0,3.0,2.0,0.4,3.0,2.8,2.0
2025020250,4,5,0,0.6,3.4,4.0,1.0,0.8,5.2,2.4,1.0
2025020248,2,1,1,0.4,3.6,4.0,1.0,0.4,2.6,3.4,1.0
2025020245,2,3,0,0.4,3.0,3.0,1.0,0.4,2.6,3.2,3.0
2025020247,4,2,1,0.4,3.0,3.8,1.0,0.2,2.4,4.4,1.0
2025020254,5,4,1,0.2,2.4,4.4,2.0,0.4,3.0,3.4,2.0
2025020255,2,3,0,0.4,3.0,3.4,2.0,0.4,3.0,3.6,2.0
2025020252,2,3,0,0.6,2.6,2.8,2.0,0.6,3.2,2.4,2.0
2025020253,6,3,1,0.6,2.2,2.8,2.0,0.2,3.0,3.6,2.0
